"PrecinctID","MID","DID","PID","X1","X2","X3","X4","X5","X6","X7","X8","X10","X12","X14","X15","X16","X17","X18","X19","X22","X23","X25","X26","X27","X28","X41","X42","X43","X44","Protocol","Precid"
"02.02.04",2,2,"4","","","11","","182","","","70","","1","","","","","","15","","12","","13","173","","388","4","","17","<U+10DD><U+10E5><U+10DB><U+10D8>","202004"
"02.02.05",2,2,"5","","","13","","182","","","46","","1","","","","","","10","","7","","18","187","","493","3","","19","<U+10DD><U+10E5><U+10DB><U+10D8>","202005"
"02.02.06",2,2,"6","","","9","","193","","","52","","3","","","","","","11","","8","","11","161","","356","5","","12","<U+10DD><U+10E5><U+10DB><U+10D8>","202006"
"02.02.07",2,2,"7","","","11","","168","","","38","","0","","","","","","6","","11","","5","159","","256","3","","12","<U+10DD><U+10E5><U+10DB><U+10D8>","202007"
"02.02.08",2,2,"8","","","22","","145","","","39","","1","","","","","","7","","11","","26","83","","351","6","","12","<U+10DD><U+10E5><U+10DB><U+10D8>","202008"
"02.02.09",2,2,"9","","","22","","106","","","42","","3","","","","","","6","","1","","11","99","","351","0","","15","<U+10DD><U+10E5><U+10DB><U+10D8>","202009"
"02.02.10",2,2,"10","","","12","","152","","","56","","0","","","","","","27","","13","","18","128","","391","9","","18","<U+10DD><U+10E5><U+10DB><U+10D8>","202010"
"02.02.11",2,2,"11","","","12","","214","","","43","","3","","","","","","10","","11","","12","98","","422","4","","11","<U+10DD><U+10E5><U+10DB><U+10D8>","202011"
"02.02.12",2,2,"12","","","5","","163","","","60","","3","","","","","","5","","15","","6","174","","395","2","","14","<U+10DD><U+10E5><U+10DB><U+10D8>","202012"
"02.02.13",2,2,"13","","","23","","168","","","66","","3","","","","","","5","","12","","14","122","","463","4","","7","<U+10DD><U+10E5><U+10DB><U+10D8>","202013"
"02.02.14",2,2,"14","","","18","","195","","","42","","4","","","","","","11","","9","","29","141","","377","4","","23","<U+10DD><U+10E5><U+10DB><U+10D8>","202014"
"02.02.15",2,2,"15","","","16","","179","","","74","","2","","","","","","6","","8","","9","148","","415","3","","15","<U+10DD><U+10E5><U+10DB><U+10D8>","202015"
"02.02.16",2,2,"16","","","19","","179","","","46","","0","","","","","","2","","8","","13","77","","287","2","","15","<U+10DD><U+10E5><U+10DB><U+10D8>","202016"
"02.02.22",2,2,"22","","","13","","125","","","59","","2","","","","","","4","","5","","6","73","","315","2","","10","<U+10DD><U+10E5><U+10DB><U+10D8>","202022"
"02.02.49",2,2,"49","","","11","","178","","","64","","0","","","","","","3","","8","","25","131","","422","0","","23","<U+10DD><U+10E5><U+10DB><U+10D8>","202049"
"02.02.50",2,2,"50","","","12","","184","","","65","","3","","","","","","3","","15","","12","151","","466","1","","27","<U+10DD><U+10E5><U+10DB><U+10D8>","202050"
"02.02.51",2,2,"51","","","26","","167","","","52","","4","","","","","","18","","2","","24","158","","435","6","","16","<U+10DD><U+10E5><U+10DB><U+10D8>","202051"
"02.02.52",2,2,"52","","","8","","171","","","57","","0","","","","","","8","","8","","11","122","","336","2","","30","<U+10DD><U+10E5><U+10DB><U+10D8>","202052"
"02.02.66",2,2,"66","","","15","","173","","","43","","2","","","","","","2","","3","","6","41","","396","21","","6","<U+10DD><U+10E5><U+10DB><U+10D8>","202066"
"02.02.67",2,2,"67","","","9","","144","","","26","","0","","","","","","6","","1","","11","36","","363","4","","8","<U+10DD><U+10E5><U+10DB><U+10D8>","202067"
"02.02.68",2,2,"68","","","25","","198","","","39","","1","","","","","","2","","7","","2","54","","282","6","","13","<U+10DD><U+10E5><U+10DB><U+10D8>","202068"
"02.02.69",2,2,"69","","","4","","219","","","29","","1","","","","","","3","","0","","5","54","","306","3","","3","<U+10DD><U+10E5><U+10DB><U+10D8>","202069"
"02.02.70",2,2,"70","","","8","","163","","","24","","0","","","","","","5","","5","","1","38","","235","2","","7","<U+10DD><U+10E5><U+10DB><U+10D8>","202070"
"02.02.71",2,2,"71","","","14","","149","","","29","","1","","","","","","3","","7","","6","75","","381","1","","2","<U+10DD><U+10E5><U+10DB><U+10D8>","202071"
"02.02.75",2,2,"75","","","7","","83","","","22","","1","","","","","","7","","0","","2","30","","360","6","","6","<U+10DD><U+10E5><U+10DB><U+10D8>","202075"
"02.02.76",2,2,"76","","","11","","157","","","50","","4","","","","","","8","","21","","9","139","","320","5","","20","<U+10DD><U+10E5><U+10DB><U+10D8>","202076"
"03.02.17",3,2,"17","9","0","9","","130","56","0","10","4","","","","","","","","","","","0","26","1","229","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302017"
"03.02.18",3,2,"18","19","2","16","","127","62","2","41","11","","","","","","","","","","","21","31","2","369","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302018"
"03.02.19",3,2,"19","19","0","2","","102","10","0","35","3","","","","","","","","","","","3","37","1","136","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302019"
"03.02.29",3,2,"29","15","1","27","","197","55","1","65","14","","","","","","","","","","","4","85","2","431","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302029"
"03.02.31",3,2,"31","28","1","27","","121","54","0","28","6","","","","","","","","","","","10","48","0","366","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302031"
"03.02.33",3,2,"33","12","2","14","","130","39","2","67","8","","","","","","","","","","","6","54","1","340","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302033"
"03.02.34",3,2,"34","12","0","23","","128","71","5","57","10","","","","","","","","","","","6","65","1","398","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302034"
"03.02.35",3,2,"35","11","0","16","","136","55","1","42","6","","","","","","","","","","","9","38","3","355","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302035"
"03.02.36",3,2,"36","14","0","34","","134","55","4","46","9","","","","","","","","","","","3","69","3","384","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302036"
"03.02.37",3,2,"37","20","0","10","","156","44","1","38","12","","","","","","","","","","","0","55","0","354","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302037"
"03.02.38",3,2,"38","22","3","22","","141","51","0","53","15","","","","","","","","","","","6","104","1","391","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302038"
"03.02.39",3,2,"39","22","1","22","","127","47","3","45","14","","","","","","","","","","","3","55","1","403","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302039"
"03.02.40",3,2,"40","18","1","18","","108","72","1","44","10","","","","","","","","","","","6","40","3","360","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302040"
"03.02.41",3,2,"41","9","0","17","","89","42","1","25","2","","","","","","","","","","","4","33","3","270","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302041"
"03.02.42",3,2,"42","29","0","11","","170","55","3","45","18","","","","","","","","","","","3","51","3","375","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302042"
"03.02.43",3,2,"43","22","1","23","","150","45","0","44","12","","","","","","","","","","","4","48","2","349","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302043"
"03.02.44",3,2,"44","18","3","24","","149","34","3","47","13","","","","","","","","","","","5","51","2","388","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302044"
"03.02.45",3,2,"45","24","0","18","","146","59","2","68","11","","","","","","","","","","","1","71","0","376","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302045"
"03.02.46",3,2,"46","19","1","14","","123","48","1","47","18","","","","","","","","","","","3","40","6","391","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302046"
"03.02.47",3,2,"47","17","1","20","","107","50","3","53","17","","","","","","","","","","","11","76","9","397","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302047"
"03.02.48",3,2,"48","10","0","19","","133","72","2","75","6","","","","","","","","","","","4","69","4","478","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302048"
"03.02.53",3,2,"53","24","0","29","","158","31","1","55","24","","","","","","","","","","","16","34","2","382","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302053"
"03.02.54",3,2,"54","10","1","12","","142","44","1","38","7","","","","","","","","","","","0","82","1","286","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302054"
"03.02.55",3,2,"55","11","2","18","","128","51","0","55","14","","","","","","","","","","","5","79","0","358","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302055"
"03.02.56",3,2,"56","19","0","22","","176","55","0","28","12","","","","","","","","","","","4","75","2","306","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302056"
"03.02.57",3,2,"57","26","0","45","","123","61","1","64","25","","","","","","","","","","","1","45","5","291","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302057"
"03.02.58",3,2,"58","20","0","19","","153","42","1","71","18","","","","","","","","","","","15","81","2","378","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302058"
"03.02.60",3,2,"60","20","1","29","","142","81","3","70","17","","","","","","","","","","","3","58","5","499","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302060"
"03.02.61",3,2,"61","23","0","17","","147","59","2","50","14","","","","","","","","","","","3","63","2","475","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302061"
"03.02.63",3,2,"63","6","1","23","","167","53","4","36","11","","","","","","","","","","","3","58","4","334","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302063"
"03.02.64",3,2,"64","13","0","26","","178","76","2","33","18","","","","","","","","","","","4","66","3","461","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302064"
"03.02.72",3,2,"72","18","3","7","","100","48","1","47","8","","","","","","","","","","","5","28","3","260","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302072"
"03.02.73",3,2,"73","14","1","12","","107","48","1","61","15","","","","","","","","","","","3","34","10","245","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302073"
"03.02.74",3,2,"74","5","0","16","","97","40","1","19","9","","","","","","","","","","","1","0","2","284","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302074"
"03.02.79",3,2,"79","4","1","14","","90","7","1","47","12","","","","","","","","","","","1","45","1","154","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","302079"
"04.03.23",4,3,"23","","","","28","244","20","0","38","11","","","","","1","","14","","1","","4","56","","451","0","2","","<U+10DD><U+10E5><U+10DB><U+10D8>","403023"
"04.03.24",4,3,"24","","","","32","213","41","2","34","7","","","","","1","","1","","3","","13","76","","438","6","2","","<U+10DD><U+10E5><U+10DB><U+10D8>","403024"
"04.03.25",4,3,"25","","","","24","200","15","0","29","22","","","","","4","","10","","2","","2","55","","409","2","4","","<U+10DD><U+10E5><U+10DB><U+10D8>","403025"
"04.03.32",4,3,"32","","","","49","182","31","1","36","20","","","","","1","","17","","0","","4","88","","383","9","4","","<U+10DD><U+10E5><U+10DB><U+10D8>","403032"
"04.03.33",4,3,"33","","","","71","169","14","4","29","13","","","","","2","","4","","0","","4","53","","328","8","3","","<U+10DD><U+10E5><U+10DB><U+10D8>","403033"
"04.03.34",4,3,"34","","","","48","149","20","1","34","10","","","","","0","","1","","2","","7","85","","438","4","3","","<U+10DD><U+10E5><U+10DB><U+10D8>","403034"
"04.03.36",4,3,"36","","","","44","129","38","3","30","25","","","","","0","","8","","2","","18","65","","444","5","4","","<U+10DD><U+10E5><U+10DB><U+10D8>","403036"
"04.03.37",4,3,"37","","","","40","198","51","2","44","25","","","","","1","","5","","1","","14","77","","383","4","2","","<U+10DD><U+10E5><U+10DB><U+10D8>","403037"
"04.03.40",4,3,"40","","","","25","163","40","0","50","23","","","","","0","","7","","0","","35","56","","422","4","0","","<U+10DD><U+10E5><U+10DB><U+10D8>","403040"
"04.03.41",4,3,"41","","","","15","114","25","3","37","20","","","","","6","","0","","1","","17","51","","329","1","4","","<U+10DD><U+10E5><U+10DB><U+10D8>","403041"
"04.03.42",4,3,"42","","","","48","117","28","2","29","17","","","","","4","","3","","0","","12","85","","374","7","0","","<U+10DD><U+10E5><U+10DB><U+10D8>","403042"
"04.03.49",4,3,"49","","","","39","107","14","2","19","12","","","","","3","","4","","1","","5","72","","405","4","5","","<U+10DD><U+10E5><U+10DB><U+10D8>","403049"
"04.03.51",4,3,"51","","","","46","165","49","2","32","14","","","","","1","","4","","0","","26","85","","487","4","1","","<U+10DD><U+10E5><U+10DB><U+10D8>","403051"
"04.03.52",4,3,"52","","","","44","113","24","3","40","27","","","","","2","","10","","1","","14","65","","420","4","1","","<U+10DD><U+10E5><U+10DB><U+10D8>","403052"
"04.03.53",4,3,"53","","","","27","156","21","3","37","24","","","","","1","","4","","0","","10","99","","329","3","1","","<U+10DD><U+10E5><U+10DB><U+10D8>","403053"
"04.03.55",4,3,"55","","","","76","120","18","1","38","9","","","","","1","","8","","0","","6","39","","370","1","0","","<U+10DD><U+10E5><U+10DB><U+10D8>","403055"
"04.03.56",4,3,"56","","","","77","75","7","0","22","15","","","","","1","","0","","1","","5","29","","385","5","2","","<U+10DD><U+10E5><U+10DB><U+10D8>","403056"
"04.03.57",4,3,"57","","","","79","102","12","0","18","17","","","","","0","","3","","2","","8","22","","372","0","1","","<U+10DD><U+10E5><U+10DB><U+10D8>","403057"
"04.03.58",4,3,"58","","","","84","89","9","2","43","18","","","","","6","","3","","1","","7","23","","344","2","0","","<U+10DD><U+10E5><U+10DB><U+10D8>","403058"
"04.03.59",4,3,"59","","","","63","129","10","1","34","23","","","","","1","","5","","1","","1","17","","426","4","1","","<U+10DD><U+10E5><U+10DB><U+10D8>","403059"
"04.03.60",4,3,"60","","","","6","270","3","0","20","6","","","","","3","","6","","0","","0","24","","252","2","2","","<U+10DD><U+10E5><U+10DB><U+10D8>","403060"
"04.03.68",4,3,"68","","","","7","203","12","0","18","23","","","","","2","","20","","0","","3","24","","262","1","0","","<U+10DD><U+10E5><U+10DB><U+10D8>","403068"
"04.03.70",4,3,"70","","","","25","187","26","2","37","16","","","","","0","","7","","1","","2","59","","338","2","1","","<U+10DD><U+10E5><U+10DB><U+10D8>","403070"
"04.03.73",4,3,"73","","","","67","160","56","2","26","17","","","","","1","","3","","0","","13","89","","457","3","3","","<U+10DD><U+10E5><U+10DB><U+10D8>","403073"
"04.03.75",4,3,"75","","","","26","102","22","0","40","31","","","","","3","","3","","5","","28","61","","338","3","5","","<U+10DD><U+10E5><U+10DB><U+10D8>","403075"
"04.03.76",4,3,"76","","","","25","102","28","2","49","15","","","","","1","","4","","1","","11","75","","443","1","1","","<U+10DD><U+10E5><U+10DB><U+10D8>","403076"
"04.03.84",4,3,"84","","","","15","166","34","2","34","12","","","","","0","","3","","1","","7","54","","355","0","55","","<U+10DD><U+10E5><U+10DB><U+10D8>","403084"
"04.03.85",4,3,"85","","","","20","202","33","1","24","12","","","","","1","","3","","5","","6","82","","311","1","14","","<U+10DD><U+10E5><U+10DB><U+10D8>","403085"
"04.03.86",4,3,"86","","","","67","94","29","0","19","10","","","","","1","","3","","5","","12","38","","340","1","4","","<U+10DD><U+10E5><U+10DB><U+10D8>","403086"
"04.03.87",4,3,"87","","","","40","177","17","1","26","4","","","","","1","","12","","2","","9","81","","306","2","1","","<U+10DD><U+10E5><U+10DB><U+10D8>","403087"
"04.03.88",4,3,"88","","","","13","129","28","3","15","5","","","","","0","","11","","1","","2","61","","379","1","2","","<U+10DD><U+10E5><U+10DB><U+10D8>","403088"
"05.02.20",5,2,"20","","","8","","59","4","0","19","","","12","","","","0","","","0","0","2","23","0","87","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502020"
"05.02.23",5,2,"23","","","9","","162","52","1","62","","","3","","","","4","","","2","1","21","77","3","483","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502023"
"05.02.24",5,2,"24","","","13","","206","37","0","50","","","4","","","","5","","","3","1","25","86","2","453","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502024"
"05.02.25",5,2,"25","","","18","","159","47","1","54","","","7","","","","4","","","3","3","35","81","2","443","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502025"
"05.02.26",5,2,"26","","","11","","115","27","1","26","","","6","","","","4","","","1","0","17","37","1","247","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502026"
"05.02.27",5,2,"27","","","23","","158","48","2","50","","","9","","","","6","","","1","9","30","86","4","402","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502027"
"05.02.28",5,2,"28","","","26","","142","43","0","43","","","4","","","","5","","","5","0","25","67","3","445","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502028"
"05.02.30",5,2,"30","","","19","","127","40","2","33","","","4","","","","2","","","7","4","16","80","5","393","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502030"
"05.02.32",5,2,"32","","","11","","152","44","11","31","","","3","","","","1","","","1","2","22","90","1","312","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502032"
"05.02.59",5,2,"59","","","14","","125","30","1","52","","","6","","","","6","","","2","2","30","85","4","451","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502059"
"05.02.62",5,2,"62","","","25","","150","41","6","28","","","0","","","","10","","","2","1","15","53","3","315","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502062"
"05.02.65",5,2,"65","","","4","","88","22","0","7","","","3","","","","0","","","1","2","4","23","2","163","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502065"
"05.02.78",5,2,"78","","","17","","125","44","0","35","","","1","","","","2","","","0","3","22","74","2","357","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502078"
"05.02.80",5,2,"80","","","15","","100","45","0","27","","","9","","","","2","","","2","2","23","67","3","323","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","502080"
"05.03.06",5,3,"6","","","18","","136","31","4","33","","","5","","","","2","","","3","0","36","69","0","339","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503006"
"05.03.07",5,3,"7","","","16","","190","67","4","32","","","6","","","","5","","","5","3","29","91","4","462","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503007"
"05.03.12",5,3,"12","","","22","","159","45","3","37","","","9","","","","5","","","4","2","22","91","3","419","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503012"
"05.03.13",5,3,"13","","","40","","157","47","3","41","","","7","","","","5","","","3","0","35","98","4","418","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503013"
"05.03.15",5,3,"15","","","22","","139","44","0","52","","","9","","","","3","","","10","0","30","89","3","395","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503015"
"05.03.16",5,3,"16","","","18","","141","37","1","34","","","2","","","","5","","","1","0","28","89","2","512","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503016"
"05.03.17",5,3,"17","","","14","","121","69","1","33","","","6","","","","3","","","5","0","20","57","6","352","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503017"
"05.03.18",5,3,"18","","","14","","146","54","2","39","","","9","","","","4","","","6","1","45","101","3","429","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503018"
"05.03.19",5,3,"19","","","22","","129","51","1","48","","","6","","","","12","","","5","1","61","68","13","381","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503019"
"05.03.20",5,3,"20","","","8","","141","48","2","40","","","2","","","","4","","","5","1","28","84","5","486","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503020"
"05.03.21",5,3,"21","","","20","","126","47","1","33","","","6","","","","3","","","2","1","28","72","3","311","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503021"
"05.03.22",5,3,"22","","","26","","150","50","0","38","","","3","","","","1","","","1","2","29","55","1","396","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503022"
"05.03.46",5,3,"46","","","20","","121","29","2","39","","","3","","","","5","","","1","0","17","69","4","302","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503046"
"05.03.47",5,3,"47","","","21","","149","33","4","50","","","1","","","","6","","","1","1","32","74","5","427","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503047"
"05.03.64",5,3,"64","","","30","","161","48","0","30","","","2","","","","4","","","1","1","40","103","0","553","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503064"
"05.03.65",5,3,"65","","","30","","168","52","0","54","","","3","","","","2","","","4","4","34","99","1","393","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503065"
"05.03.66",5,3,"66","","","23","","118","28","0","57","","","4","","","","2","","","0","2","31","73","2","318","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503066"
"05.03.67",5,3,"67","","","20","","116","33","2","39","","","0","","","","2","","","0","2","20","43","2","322","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503067"
"05.03.79",5,3,"79","","","26","","173","65","3","49","","","0","","","","6","","","3","0","41","95","2","460","","","","<U+10DD><U+10E5><U+10DB><U+10D8>","503079"
"06.03.01",6,3,"1","19","","13","","147","100","2","24","20","","","","","0","19","","","4","","3","72","","378","11","","","<U+10DD><U+10E5><U+10DB><U+10D8>","603001"
"06.03.02",6,3,"2","20","","30","","167","108","2","40","6","","","","","3","31","","","0","","4","63","","451","7","","","<U+10DD><U+10E5><U+10DB><U+10D8>","603002"
"06.03.03",6,3,"3","28","","7","","161","61","5","46","11","","","","","6","27","","","2","","3","53","","367","2","","","<U+10DD><U+10E5><U+10DB><U+10D8>","603003"
"06.03.04",6,3,"4","15","","11","","119","75","3","52","14","","","","","6","25","","","2","","4","40","","359","2","","","<U+10DD><U+10E5><U+10DB><U+10D8>","603004"
